BUSMASTER Ver 3.2.2,,,,,,
PROTOCOL CAN,,,,,,
NOTE: PLEASE DO NOT EDIT THIS DOCUMENT,,,,,,
[START LOGGING SESSION],,,,,,
START DATE AND TIME 15:1:2019 13:13:26:24,,,,,,
END DATE AND TIME 23:1:2019 14:47:40:625,,,,,,
SYSTEM MODE,,,,,,
START CHANNEL BAUD RATE,,,,,,
CHANNEL 1 - Kvaser - Kvaser Leaf Light v2 #0 (Channel 0), Serial Number- 0, Firmware- 0x00000187 0x00040004 - 250000 bps,,,,
END CHANNEL BAUD RATE,,,,,,
START DATABASE FILES,,,,,,
END DATABASE FILES,,,,,,
<Time>,<Tx/Rx>,<Channel>,<CAN ID>,<Type>,<DLC>,<DataBytes>
13:13:38:0262,Rx,1,0x5601069,x,8,2F F6 F9 FF 22 00 C1 C0 
13:13:38:0312,Rx,1,0x5601069,x,8,2F F6 F8 FF 21 00 C1 C0 
13:13:38:0362,Rx,1,0x5601069,x,8,2E F6 FE FF 35 00 C1 C0 
13:13:38:0412,Rx,1,0x5601069,x,8,2E F6 FE FF 35 00 C1 C0 
13:13:38:0462,Rx,1,0x5601069,x,8,2E F6 FE FF 34 00 C1 C0 
13:13:38:0512,Rx,1,0x5601069,x,8,2E F6 FD FF 34 00 C1 C0 
13:13:38:0562,Rx,1,0x5601069,x,8,2D F6 FD FF 33 00 C1 C0 
13:13:38:0612,Rx,1,0x5601069,x,8,2D F6 FD FF 33 00 C1 C0 
13:13:38:0662,Rx,1,0x5601069,x,8,2D F6 FC FF 32 00 C1 C0 
13:13:38:0712,Rx,1,0x5601069,x,8,2D F6 FC FF 32 00 C1 C0 
13:13:38:0762,Rx,1,0x5601069,x,8,2C F6 FC FF 31 00 C1 C0 
13:13:38:0812,Rx,1,0x5601069,x,8,2C F6 FB FF 31 00 C1 C0 
13:13:38:0862,Rx,1,0x5601069,x,8,2C F6 FB FF 30 00 C1 C0 
13:13:38:0912,Rx,1,0x5601069,x,8,2C F6 FA FF 30 00 C1 C0 
13:13:38:0972,Rx,1,0x5601069,x,8,2B F6 FA FF 2F 00 C1 C0 
13:13:38:1012,Rx,1,0x5601069,x,8,2B F6 F9 FF 2F 00 C1 C0 
13:13:38:1072,Rx,1,0x5601069,x,8,2B F6 F9 FF 2E 00 C2 C0 
13:13:38:1122,Rx,1,0x5601069,x,8,2B F6 F9 FF 2E 00 C2 C0 
13:13:38:1162,Rx,1,0x5601069,x,8,2B F6 F9 FF 2D 00 C2 C0 
13:13:38:1222,Rx,1,0x5601069,x,8,2B F6 F9 FF 2D 00 C2 C0 
13:13:38:1272,Rx,1,0x5601069,x,8,2B F6 F9 FF 2C 00 C2 C0 
13:13:38:1322,Rx,1,0x5601069,x,8,2B F6 F9 FF 2C 00 C2 C0 
13:13:38:1372,Rx,1,0x5601069,x,8,2A F6 F9 FF 2C 00 C2 C0 
13:13:38:1432,Rx,1,0x5601069,x,8,2A F6 F9 FF 2B 00 C2 C0 
13:13:38:1472,Rx,1,0x5601069,x,8,2A F6 F9 FF 2B 00 C2 C0 
13:13:38:1522,Rx,1,0x5601069,x,8,2A F6 F9 FF 2B 00 C2 C0 
13:13:38:1572,Rx,1,0x5601069,x,8,29 F6 F9 FF 2B 00 C2 C0 
13:13:38:1622,Rx,1,0x5601069,x,8,29 F6 F9 FF 2A 00 C2 C0 
13:13:38:1672,Rx,1,0x5601069,x,8,29 F6 F8 FF 2A 00 C2 C0 
13:13:38:1722,Rx,1,0x5601069,x,8,29 F6 F8 FF 29 00 C2 C0 
13:13:38:1772,Rx,1,0x5601069,x,8,29 F6 F8 FF 29 00 C2 C0 
13:13:38:1832,Rx,1,0x5601069,x,8,28 F6 F8 FF 28 00 C2 C0 
13:13:38:1882,Rx,1,0x5601069,x,8,28 F6 F7 FF 28 00 C2 C0 
13:13:38:1932,Rx,1,0x5601069,x,8,28 F6 F7 FF 27 00 C2 C0 
13:13:38:1982,Rx,1,0x5601069,x,8,28 F6 F7 FF 27 00 C2 C0 
13:13:38:2032,Rx,1,0x5601069,x,8,27 F6 F7 FF 26 00 C2 C0 
13:13:38:2082,Rx,1,0x5601069,x,8,27 F6 F7 FF 26 00 C2 C0 
13:13:38:2132,Rx,1,0x5601069,x,8,27 F6 F7 FF 25 00 C2 C0 
13:13:38:2172,Rx,1,0x5601069,x,8,27 F6 F7 FF 25 00 C2 C0 
13:13:38:2232,Rx,1,0x5601069,x,8,27 F6 F7 FF 24 00 C2 C0 
13:13:38:2282,Rx,1,0x5601069,x,8,27 F6 F6 FF 24 00 C2 C0 
13:13:38:2332,Rx,1,0x5601069,x,8,27 F6 F6 FF 23 00 C2 C0 
13:13:38:2382,Rx,1,0x5601069,x,8,26 F6 FE FF 37 00 C2 C0 
13:13:38:2432,Rx,1,0x5601069,x,8,26 F6 FD FF 37 00 C2 C0 
13:13:38:2482,Rx,1,0x5601069,x,8,26 F6 FD FF 36 00 C2 C0 
13:13:38:2532,Rx,1,0x5601069,x,8,26 F6 FD FF 36 00 C2 C0 
13:13:38:2582,Rx,1,0x5601069,x,8,26 F6 FD FF 35 00 C2 C0 
13:13:38:2642,Rx,1,0x5601069,x,8,26 F6 FC FF 35 00 C2 C0 
13:13:38:2692,Rx,1,0x5601069,x,8,25 F6 FC FF 35 00 C2 C0 
13:13:38:2742,Rx,1,0x5601069,x,8,25 F6 FC FF 34 00 C2 C0 
13:13:38:2792,Rx,1,0x5601069,x,8,25 F6 FB FF 34 00 C3 C0 
13:13:38:2842,Rx,1,0x5601069,x,8,25 F6 FB FF 34 00 C3 C0 
13:13:38:2892,Rx,1,0x5601069,x,8,24 F6 FB FF 33 00 C3 C0 
13:13:38:2942,Rx,1,0x5601069,x,8,24 F6 FA FF 33 00 C3 C0 
13:13:38:2992,Rx,1,0x5601069,x,8,24 F6 FA FF 32 00 C3 C0 
13:13:38:3042,Rx,1,0x5601069,x,8,24 F6 F9 FF 32 00 C3 C0 
13:13:38:3092,Rx,1,0x5601069,x,8,23 F6 F9 FF 31 00 C3 C0 
13:13:38:3142,Rx,1,0x5601069,x,8,23 F6 F9 FF 31 00 C3 C0 
13:13:38:3192,Rx,1,0x5601069,x,8,23 F6 F8 FF 30 00 C3 C0 
13:13:38:3242,Rx,1,0x5601069,x,8,23 F6 F8 FF 30 00 C3 C0 
13:13:38:3292,Rx,1,0x5601069,x,8,23 F6 F8 FF 30 00 C3 C0 
13:13:38:3352,Rx,1,0x5601069,x,8,23 F6 F8 FF 30 00 C3 C0 
13:13:38:3402,Rx,1,0x5601069,x,8,23 F6 F7 FF 2F 00 C3 C0 
13:13:38:3452,Rx,1,0x5601069,x,8,23 F6 F7 FF 2F 00 C3 C0 
13:13:38:3502,Rx,1,0x5601069,x,8,22 F6 F7 FF 2E 00 C3 C0 
13:13:38:3552,Rx,1,0x5601069,x,8,22 F6 F7 FF 2E 00 C3 C0 
13:13:38:3602,Rx,1,0x5601069,x,8,22 F6 F6 FF 2D 00 C3 C0 
13:13:38:3652,Rx,1,0x5601069,x,8,22 F6 F6 FF 2D 00 C3 C0 
13:13:38:3702,Rx,1,0x5601069,x,8,21 F6 F6 FF 2D 00 C3 C0 
13:13:38:3752,Rx,1,0x5601069,x,8,21 F6 F6 FF 2C 00 C3 C0 
13:13:38:3802,Rx,1,0x5601069,x,8,21 F6 F5 FF 2C 00 C3 C0 
13:13:38:3852,Rx,1,0x5601069,x,8,21 F6 F5 FF 2C 00 C3 C0 
13:13:38:3902,Rx,1,0x5601069,x,8,21 F6 F5 FF 2B 00 C3 C0 
13:13:38:3962,Rx,1,0x5601069,x,8,20 F6 F5 FF 2B 00 C3 C0 
13:13:38:4002,Rx,1,0x5601069,x,8,20 F6 F5 FF 2A 00 C3 C0 
13:13:38:4062,Rx,1,0x5601069,x,8,20 F6 F4 FF 2A 00 C3 C0 
13:13:38:4112,Rx,1,0x5601069,x,8,20 F6 F4 FF 29 00 C3 C0 
13:13:38:4162,Rx,1,0x5601069,x,8,20 F6 F4 FF 29 00 C3 C0 
13:13:38:4212,Rx,1,0x5601069,x,8,20 F6 F4 FF 28 00 C3 C0 
13:13:38:4262,Rx,1,0x5601069,x,8,20 F6 F4 FF 28 00 C3 C0 
13:13:38:4312,Rx,1,0x5601069,x,8,20 F6 F4 FF 27 00 C3 C0 
13:13:38:4362,Rx,1,0x5601069,x,8,1F F6 F4 FF 27 00 C4 C0 
13:13:38:4412,Rx,1,0x5601069,x,8,1F F6 F4 FF 26 00 C4 C0 
13:13:38:4462,Rx,1,0x5601069,x,8,1F F6 F4 FF 26 00 C4 C0 
13:13:38:4512,Rx,1,0x5601069,x,8,1F F6 F3 FF 25 00 C4 C0 
13:13:38:4562,Rx,1,0x5601069,x,8,1E F6 F3 FF 25 00 C4 C0 
13:13:38:4612,Rx,1,0x5601069,x,8,1E F6 F3 FF 24 00 C4 C0 
13:13:38:4662,Rx,1,0x5601069,x,8,1E F6 F3 FF 24 00 C4 C0 
13:13:38:4712,Rx,1,0x5601069,x,8,1E F6 F2 FF 23 00 C4 C0 
13:13:38:4762,Rx,1,0x5601069,x,8,1D F6 F2 FF 23 00 C4 C0 
13:13:38:4812,Rx,1,0x5601069,x,8,1D F6 F2 FF 22 00 C4 C0 
13:13:38:4872,Rx,1,0x5601069,x,8,1D F6 05 00 36 00 C4 C0 
13:13:38:4922,Rx,1,0x5601069,x,8,1C F6 04 00 36 00 C4 C0 
13:13:38:4972,Rx,1,0x5601069,x,8,1C F6 04 00 35 00 C4 C0 
13:13:38:5022,Rx,1,0x5601069,x,8,1C F6 04 00 35 00 C4 C0 
13:13:38:5072,Rx,1,0x5601069,x,8,1C F6 04 00 34 00 C4 C0 
13:13:38:5122,Rx,1,0x5601069,x,8,1C F6 03 00 34 00 C4 C0 
13:13:38:5172,Rx,1,0x5601069,x,8,1C F6 03 00 33 00 C4 C0 
13:13:38:5222,Rx,1,0x5601069,x,8,1C F6 02 00 33 00 C4 C0 
13:13:38:5272,Rx,1,0x5601069,x,8,1C F6 02 00 32 00 C4 C0 
13:13:38:5322,Rx,1,0x5601069,x,8,1C F6 02 00 32 00 C4 C0 
13:13:38:5372,Rx,1,0x5601069,x,8,1C F6 02 00 31 00 C4 C0 
13:13:38:5422,Rx,1,0x5601069,x,8,1C F6 01 00 31 00 C4 C0 
13:13:38:5472,Rx,1,0x5601069,x,8,1C F6 01 00 30 00 C4 C0 
13:13:38:5522,Rx,1,0x5601069,x,8,1C F6 00 00 30 00 C4 C0 
13:13:38:5572,Rx,1,0x5601069,x,8,1B F6 00 00 2F 00 C4 C0 
13:13:38:5622,Rx,1,0x5601069,x,8,1B F6 FF FF 2F 00 C4 C0 
13:13:38:5672,Rx,1,0x5601069,x,8,1B F6 FF FF 2F 00 C4 C0 
13:13:38:5732,Rx,1,0x5601069,x,8,1B F6 FE FF 2E 00 C4 C0 
13:13:38:5782,Rx,1,0x5601069,x,8,1A F6 FE FF 2E 00 C4 C0 
13:13:38:5832,Rx,1,0x5601069,x,8,1A F6 FE FF 2D 00 C4 C0 
13:13:38:5882,Rx,1,0x5601069,x,8,1A F6 FD FF 2D 00 C4 C0 
13:13:38:5932,Rx,1,0x5601069,x,8,1A F6 FD FF 2C 00 C4 C0 
13:13:38:5982,Rx,1,0x5601069,x,8,1A F6 FD FF 2C 00 C4 C0 
13:13:38:6032,Rx,1,0x5601069,x,8,1A F6 FD FF 2B 00 C4 C0 
13:13:38:6082,Rx,1,0x5601069,x,8,1A F6 FC FF 2B 00 C4 C0 
13:13:38:6132,Rx,1,0x5601069,x,8,1A F6 FC FF 2B 00 C4 C0 
13:13:38:6182,Rx,1,0x5601069,x,8,19 F6 FB FF 2A 00 C4 C0 
13:13:38:6232,Rx,1,0x5601069,x,8,19 F6 FB FF 2A 00 C4 C0 
13:13:38:6282,Rx,1,0x5601069,x,8,19 F6 FB FF 29 00 C4 C0 
13:13:38:6332,Rx,1,0x5601069,x,8,19 F6 FB FF 29 00 C4 C0 
13:13:38:6382,Rx,1,0x5601069,x,8,19 F6 FA FF 28 00 C4 C0 
13:13:38:6442,Rx,1,0x5601069,x,8,19 F6 FA FF 28 00 C4 C0 
13:13:38:6502,Rx,1,0x5601069,x,8,19 F6 F9 FF 27 00 C4 C0 
13:13:38:6542,Rx,1,0x5601069,x,8,19 F6 F9 FF 27 00 C4 C0 
13:13:38:6592,Rx,1,0x5601069,x,8,18 F6 F9 FF 26 00 C5 C0 
13:13:38:6642,Rx,1,0x5601069,x,8,18 F6 F9 FF 26 00 C5 C0 
13:13:38:6692,Rx,1,0x5601069,x,8,18 F6 F9 FF 25 00 C5 C0 
13:13:38:6742,Rx,1,0x5601069,x,8,18 F6 F9 FF 25 00 C5 C0 
13:13:38:6792,Rx,1,0x5601069,x,8,18 F6 F9 FF 24 00 C5 C0 
13:13:38:6842,Rx,1,0x5601069,x,8,17 F6 F8 FF 24 00 C5 C0 
13:13:38:6892,Rx,1,0x5601069,x,8,17 F6 F9 FF 38 00 C5 C0 
13:13:38:6942,Rx,1,0x5601069,x,8,17 F6 F9 FF 38 00 C5 C0 
13:13:38:6992,Rx,1,0x5601069,x,8,17 F6 F9 FF 37 00 C5 C0 
13:13:38:7042,Rx,1,0x5601069,x,8,16 F6 F8 FF 37 00 C5 C0 
13:13:38:7092,Rx,1,0x5601069,x,8,16 F6 F8 FF 36 00 C5 C0 
13:13:38:7142,Rx,1,0x5601069,x,8,16 F6 F8 FF 36 00 C5 C0 
13:13:38:7192,Rx,1,0x5601069,x,8,16 F6 F8 FF 35 00 C5 C0 
13:13:38:7242,Rx,1,0x5601069,x,8,15 F6 F8 FF 35 00 C5 C0 
13:13:38:7302,Rx,1,0x5601069,x,8,15 F6 F8 FF 34 00 C5 C0 
13:13:38:7352,Rx,1,0x5601069,x,8,15 F6 F8 FF 34 00 C5 C0 
13:13:38:7402,Rx,1,0x5601069,x,8,15 F6 F8 FF 33 00 C5 C0 
13:13:38:7452,Rx,1,0x5601069,x,8,15 F6 F8 FF 33 00 C5 C0 
13:13:38:7502,Rx,1,0x5601069,x,8,15 F6 F8 FF 32 00 C5 C0 
13:13:38:7552,Rx,1,0x5601069,x,8,15 F6 F8 FF 32 00 C5 C0 
13:13:38:7602,Rx,1,0x5601069,x,8,15 F6 F8 FF 32 00 C5 C0 
13:13:38:7652,Rx,1,0x5601069,x,8,15 F6 F8 FF 31 00 C5 C0 
13:13:38:7702,Rx,1,0x5601069,x,8,15 F6 F8 FF 31 00 C5 C0 
13:13:38:7752,Rx,1,0x5601069,x,8,14 F6 F8 FF 30 00 C5 C0 
13:13:38:7802,Rx,1,0x5601069,x,8,14 F6 F8 FF 30 00 C5 C0 
13:13:38:7852,Rx,1,0x5601069,x,8,14 F6 F8 FF 2F 00 C5 C0 
13:13:38:7902,Rx,1,0x5601069,x,8,14 F6 F8 FF 2F 00 C5 C0 
13:13:38:7952,Rx,1,0x5601069,x,8,13 F6 F8 FF 2E 00 C5 C0 
13:13:38:8012,Rx,1,0x5601069,x,8,13 F6 F8 FF 2E 00 C5 C0 
13:13:38:8062,Rx,1,0x5601069,x,8,13 F6 F7 FF 2E 00 C5 C0 
13:13:38:8112,Rx,1,0x5601069,x,8,13 F6 F7 FF 2E 00 C5 C0 
13:13:38:8162,Rx,1,0x5601069,x,8,13 F6 F7 FF 2D 00 C5 C0 
13:13:38:8202,Rx,1,0x5601069,x,8,13 F6 F7 FF 2D 00 C5 C0 
13:13:38:8262,Rx,1,0x5601069,x,8,13 F6 F6 FF 2D 00 C5 C0 
13:13:38:8312,Rx,1,0x5601069,x,8,12 F6 F6 FF 2C 00 C6 C0 
13:13:38:8362,Rx,1,0x5601069,x,8,12 F6 F6 FF 2C 00 C6 C0 
13:13:38:8412,Rx,1,0x5601069,x,8,12 F6 F6 FF 2B 00 C6 C0 
13:13:38:8462,Rx,1,0x5601069,x,8,12 F6 F5 FF 2B 00 C6 C0 
13:13:38:8512,Rx,1,0x5601069,x,8,12 F6 F5 FF 2A 00 C6 C0 
13:13:38:8562,Rx,1,0x5601069,x,8,12 F6 F5 FF 2A 00 C6 C0 
13:13:38:8612,Rx,1,0x5601069,x,8,12 F6 F5 FF 29 00 C6 C0 
13:13:38:8662,Rx,1,0x5601069,x,8,11 F6 F5 FF 29 00 C6 C0 
13:13:38:8712,Rx,1,0x5601069,x,8,11 F6 F5 FF 28 00 C6 C0 
13:13:38:8772,Rx,1,0x5601069,x,8,11 F6 F5 FF 28 00 C6 C0 
13:13:38:8822,Rx,1,0x5601069,x,8,11 F6 F5 FF 27 00 C6 C0 
13:13:38:8872,Rx,1,0x5601069,x,8,10 F6 F5 FF 27 00 C6 C0 
13:13:38:8922,Rx,1,0x5601069,x,8,10 F6 F7 FF 3B 00 C6 C0 
13:13:38:8972,Rx,1,0x5601069,x,8,10 F6 F7 FF 3B 00 C6 C0 
13:13:38:9032,Rx,1,0x5601069,x,8,10 F6 F7 FF 3A 00 C6 C0 
13:13:38:9072,Rx,1,0x5601069,x,8,0F F6 F7 FF 3A 00 C6 C0 
13:13:38:9122,Rx,1,0x5601069,x,8,0F F6 F6 FF 39 00 C6 C0 
13:13:38:9172,Rx,1,0x5601069,x,8,0F F6 F6 FF 39 00 C6 C0 
13:13:38:9222,Rx,1,0x5601069,x,8,0F F6 F6 FF 38 00 C6 C0 
13:13:38:9272,Rx,1,0x5601069,x,8,0F F6 F6 FF 38 00 C6 C0 
13:13:38:9322,Rx,1,0x5601069,x,8,0F F6 F6 FF 37 00 C6 C0 
13:13:38:9372,Rx,1,0x5601069,x,8,0F F6 F6 FF 37 00 C6 C0 
13:13:38:9422,Rx,1,0x5601069,x,8,0F F6 F6 FF 36 00 C6 C0 
13:13:38:9472,Rx,1,0x5601069,x,8,0E F6 F6 FF 36 00 C6 C0 
13:13:38:9522,Rx,1,0x5601069,x,8,0E F6 F5 FF 35 00 C6 C0 
13:13:38:9582,Rx,1,0x5601069,x,8,0E F6 F5 FF 35 00 C6 C0 
13:13:38:9632,Rx,1,0x5601069,x,8,0E F6 F5 FF 34 00 C6 C0 
13:13:38:9682,Rx,1,0x5601069,x,8,0D F6 F5 FF 34 00 C6 C0 
13:13:38:9732,Rx,1,0x5601069,x,8,0D F6 F4 FF 33 00 C6 C0 
13:13:38:9782,Rx,1,0x5601069,x,8,0D F6 F4 FF 33 00 C6 C0 
13:13:38:9832,Rx,1,0x5601069,x,8,0D F6 F4 FF 32 00 C6 C0 
13:13:38:9882,Rx,1,0x5601069,x,8,0C F6 F4 FF 32 00 C6 C0 
13:13:38:9932,Rx,1,0x5601069,x,8,0C F6 F4 FF 31 00 C7 C0 
13:13:38:9982,Rx,1,0x5601069,x,8,0C F6 F4 FF 31 00 C7 C0 
13:13:39:0032,Rx,1,0x5601069,x,8,0C F6 F4 FF 30 00 C7 C0 
13:13:39:0082,Rx,1,0x5601069,x,8,0B F6 F4 FF 30 00 C7 C0 
13:13:39:0132,Rx,1,0x5601069,x,8,0B F6 F4 FF 2F 00 C7 C0 
13:13:39:0182,Rx,1,0x5601069,x,8,0B F6 F4 FF 2F 00 C7 C0 
13:13:39:0232,Rx,1,0x5601069,x,8,0B F6 F4 FF 2E 00 C7 C0 
13:13:39:0282,Rx,1,0x5601069,x,8,0B F6 F4 FF 2E 00 C7 C0 
13:13:39:0342,Rx,1,0x5601069,x,8,0B F6 F4 FF 2D 00 C7 C0 
13:13:39:0392,Rx,1,0x5601069,x,8,0B F6 F4 FF 2D 00 C7 C0 
13:13:39:0442,Rx,1,0x5601069,x,8,0B F6 F4 FF 2C 00 C7 C0 
13:13:39:0492,Rx,1,0x5601069,x,8,0A F6 F3 FF 2C 00 C7 C0 
13:13:39:0542,Rx,1,0x5601069,x,8,0A F6 F3 FF 2B 00 C7 C0 
13:13:39:0592,Rx,1,0x5601069,x,8,0A F6 F3 FF 2B 00 C7 C0 
13:13:39:0642,Rx,1,0x5601069,x,8,0A F6 F3 FF 2A 00 C7 C0 
13:13:39:0692,Rx,1,0x5601069,x,8,09 F6 F3 FF 2A 00 C7 C0 
13:13:39:0742,Rx,1,0x5601069,x,8,09 F6 F3 FF 29 00 C7 C0 
13:13:39:0792,Rx,1,0x5601069,x,8,09 F6 F3 FF 29 00 C7 C0 
13:13:39:0842,Rx,1,0x5601069,x,8,09 F6 F3 FF 28 00 C7 C0 
13:13:39:0892,Rx,1,0x5601069,x,8,09 F6 F3 FF 28 00 C7 C0 
13:13:39:0942,Rx,1,0x5601069,x,8,09 F6 F3 FF 27 00 C7 C0 
13:13:39:0992,Rx,1,0x5601069,x,8,09 F6 F3 FF 27 00 C7 C0 
13:13:39:1042,Rx,1,0x5601069,x,8,09 F6 F3 FF 26 00 C7 C0 
13:13:39:1092,Rx,1,0x5601069,x,8,09 F6 F3 FF 26 00 C7 C0 
13:13:39:1152,Rx,1,0x5601069,x,8,08 F6 F3 FF 26 00 C7 C0 
13:13:39:1202,Rx,1,0x5601069,x,8,08 F6 F3 FF 26 00 C7 C0 
13:13:39:1252,Rx,1,0x5601069,x,8,08 F6 F2 FF 25 00 C7 C0 
13:13:39:1302,Rx,1,0x5601069,x,8,08 F6 F2 FF 25 00 C7 C0 
13:13:39:1352,Rx,1,0x5601069,x,8,07 F6 F2 FF 24 00 C7 C0 
13:13:39:1402,Rx,1,0x5601069,x,8,07 F6 F2 FF 24 00 C7 C0 
13:13:39:1452,Rx,1,0x5601069,x,8,07 F6 F1 FF 23 00 C7 C0 
13:13:39:1502,Rx,1,0x5601069,x,8,07 F6 F1 FF 23 00 C7 C0 
13:13:39:1562,Rx,1,0x5601069,x,8,06 F6 F1 FF 22 00 C7 C0 
13:13:39:1602,Rx,1,0x5601069,x,8,06 F6 F1 FF 22 00 C7 C0 
13:13:39:1652,Rx,1,0x5601069,x,8,06 F6 F1 FF 21 00 C7 C0 
13:13:39:1702,Rx,1,0x5601069,x,8,05 F6 FD FF 35 00 C7 C0 
13:13:39:1752,Rx,1,0x5601069,x,8,05 F6 FC FF 35 00 C7 C0 
13:13:39:1802,Rx,1,0x5601069,x,8,05 F6 FC FF 34 00 C7 C0 
13:13:39:1862,Rx,1,0x5601069,x,8,05 F6 FB FF 34 00 C8 C0 
13:13:39:1912,Rx,1,0x5601069,x,8,04 F6 FB FF 34 00 C8 C0 
13:13:39:1962,Rx,1,0x5601069,x,8,04 F6 FB FF 33 00 C8 C0 
13:13:39:2012,Rx,1,0x5601069,x,8,04 F6 FA FF 33 00 C8 C0 
13:13:39:2062,Rx,1,0x5601069,x,8,04 F6 FA FF 32 00 C8 C0 
13:13:39:2112,Rx,1,0x5601069,x,8,04 F6 F9 FF 32 00 C8 C0 
13:13:39:2162,Rx,1,0x5601069,x,8,03 F6 F9 FF 31 00 C8 C0 
13:13:39:2212,Rx,1,0x5601069,x,8,03 F6 F9 FF 31 00 C8 C0 
13:13:39:2262,Rx,1,0x5601069,x,8,03 F6 F8 FF 30 00 C8 C0 
13:13:39:2312,Rx,1,0x5601069,x,8,03 F6 F8 FF 30 00 C8 C0 
13:13:39:2362,Rx,1,0x5601069,x,8,03 F6 F8 FF 2F 00 C8 C0 
13:13:39:2412,Rx,1,0x5601069,x,8,02 F6 F8 FF 2F 00 C8 C0 
13:13:39:2462,Rx,1,0x5601069,x,8,02 F6 F7 FF 2E 00 C8 C0 
13:13:39:2512,Rx,1,0x5601069,x,8,02 F6 F7 FF 2E 00 C8 C0 
13:13:39:2562,Rx,1,0x5601069,x,8,02 F6 F7 FF 2D 00 C8 C0 
13:13:39:2612,Rx,1,0x5601069,x,8,02 F6 F7 FF 2D 00 C8 C0 
13:13:39:2672,Rx,1,0x5601069,x,8,02 F6 F7 FF 2C 00 C8 C0 
13:13:39:2712,Rx,1,0x5601069,x,8,02 F6 F7 FF 2C 00 C8 C0 
13:13:39:2772,Rx,1,0x5601069,x,8,02 F6 F7 FF 2C 00 C8 C0 
13:13:39:2822,Rx,1,0x5601069,x,8,02 F6 F6 FF 2B 00 C8 C0 
13:13:39:2872,Rx,1,0x5601069,x,8,02 F6 F6 FF 2B 00 C8 C0 
13:13:39:2922,Rx,1,0x5601069,x,8,01 F6 F6 FF 2A 00 C8 C0 
13:13:39:2972,Rx,1,0x5601069,x,8,01 F6 F6 FF 2A 00 C8 C0 
13:13:39:3022,Rx,1,0x5601069,x,8,01 F6 F6 FF 29 00 C8 C0 
13:13:39:3072,Rx,1,0x5601069,x,8,01 F6 F6 FF 29 00 C8 C0 
13:13:39:3122,Rx,1,0x5601069,x,8,01 F6 F5 FF 28 00 C8 C0 
13:13:39:3172,Rx,1,0x5601069,x,8,01 F6 F5 FF 28 00 C8 C0 
13:13:39:3222,Rx,1,0x5601069,x,8,01 F6 F5 FF 27 00 C8 C0 
13:13:39:3272,Rx,1,0x5601069,x,8,01 F6 F5 FF 27 00 C8 C0 
13:13:39:3322,Rx,1,0x5601069,x,8,01 F6 F5 FF 26 00 C8 C0 
13:13:39:3372,Rx,1,0x5601069,x,8,01 F6 F5 FF 26 00 C8 C0 
13:13:39:3422,Rx,1,0x5601069,x,8,01 F6 F5 FF 25 00 C8 C0 
13:13:39:3482,Rx,1,0x5601069,x,8,00 F6 F5 FF 25 00 C8 C0 
13:13:39:3532,Rx,1,0x5601069,x,8,00 F6 F5 FF 24 00 C8 C0 
13:13:39:3582,Rx,1,0x5601069,x,8,00 F6 F5 FF 24 00 C8 C0 
13:13:39:3632,Rx,1,0x5601069,x,8,00 F6 F5 FF 23 00 C8 C0 
13:13:39:3682,Rx,1,0x5601069,x,8,FF F5 00 00 39 00 C8 C0 
13:13:39:3732,Rx,1,0x5601069,x,8,FF F5 00 00 39 00 C8 C0 
13:13:39:3782,Rx,1,0x5601069,x,8,FF F5 FF FF 38 00 C8 C0 
13:13:39:3832,Rx,1,0x5601069,x,8,FE F5 FF FF 38 00 C8 C0 
13:13:39:3882,Rx,1,0x5601069,x,8,FE F5 FE FF 37 00 C8 C0 
13:13:39:3932,Rx,1,0x5601069,x,8,FE F5 FE FF 37 00 C8 C0 
13:13:39:3982,Rx,1,0x5601069,x,8,FE F5 FD FF 36 00 C8 C0 
13:13:39:4032,Rx,1,0x5601069,x,8,FE F5 FD FF 36 00 C8 C0 
13:13:39:4092,Rx,1,0x5601069,x,8,FE F5 FC FF 35 00 C8 C0 
13:13:39:4142,Rx,1,0x5601069,x,8,FE F5 FC FF 35 00 C9 C0 
13:13:39:4192,Rx,1,0x5601069,x,8,FE F5 FC FF 34 00 C9 C0 
13:13:39:4242,Rx,1,0x5601069,x,8,FE F5 FB FF 34 00 C9 C0 
13:13:39:4292,Rx,1,0x5601069,x,8,FE F5 FB FF 33 00 C8 C0 
13:13:39:4342,Rx,1,0x5601069,x,8,FE F5 FB FF 33 00 C8 C0 
13:13:39:4392,Rx,1,0x5601069,x,8,FD F5 FA FF 32 00 C9 C0 
13:13:39:4442,Rx,1,0x5601069,x,8,FD F5 FA FF 32 00 C9 C0 
13:13:39:4492,Rx,1,0x5601069,x,8,FD F5 FA FF 31 00 C9 C0 
13:13:39:4542,Rx,1,0x5601069,x,8,FD F5 F9 FF 31 00 C9 C0 
13:13:39:4592,Rx,1,0x5601069,x,8,FC F5 F9 FF 30 00 C9 C0 
13:13:39:4642,Rx,1,0x5601069,x,8,FC F5 F9 FF 30 00 C9 C0 
13:13:39:4692,Rx,1,0x5601069,x,8,FC F5 F9 FF 2F 00 C9 C0 
13:13:39:4742,Rx,1,0x5601069,x,8,FC F5 F8 FF 2F 00 C9 C0 
13:13:39:4792,Rx,1,0x5601069,x,8,FC F5 F8 FF 2E 00 C9 C0 
13:13:39:4842,Rx,1,0x5601069,x,8,FB F5 F8 FF 2E 00 C9 C0 
13:13:39:4892,Rx,1,0x5601069,x,8,FB F5 F8 FF 2E 00 C9 C0 
